,Cycle,SensorMeasure2,SensorMeasure3,SensorMeasure4,SensorMeasure7,SensorMeasure8,SensorMeasure11,SensorMeasure12,SensorMeasure13,SensorMeasure15,SensorMeasure17,SensorMeasure20,SensorMeasure21,LR
17380,24,642.37,1581.86,1395.49,554.57,2388.0,47.07,522.49,2388.03,8.4272,391,38.91,23.3861,0.13953488372093023
17381,25,642.59,1589.87,1402.45,554.04,2388.02,47.08,522.66,2388.0,8.3961,393,38.96,23.4311,0.14534883720930233
17382,26,642.29,1581.05,1397.73,554.13,2388.04,47.29,522.45,2388.02,8.3754,392,38.91,23.4606,0.1511627906976744
17383,27,642.26,1583.84,1403.55,554.48,2387.96,47.24,522.28,2388.02,8.3576,392,38.98,23.3949,0.1569767441860465
17384,28,641.83,1588.86,1395.91,554.72,2388.03,47.25,522.48,2387.98,8.4282,392,38.82,23.3226,0.16279069767441862
17385,29,642.26,1583.96,1398.47,554.24,2388.02,47.27,522.87,2388.02,8.3928,391,39.2,23.4206,0.1686046511627907
17386,30,642.32,1586.13,1405.02,554.55,2388.03,47.37,521.74,2388.06,8.4177,391,38.97,23.426,0.1744186046511628
17387,31,642.27,1582.21,1401.52,554.53,2388.07,47.33,522.55,2388.04,8.4058,392,38.78,23.434,0.18023255813953487
17388,32,642.32,1579.81,1398.21,554.37,2387.99,47.24,522.17,2388.09,8.4211,391,39.06,23.4311,0.18604651162790697
17389,33,642.32,1591.66,1401.0,554.23,2388.09,47.3,521.86,2388.11,8.4127,390,39.06,23.3232,0.19186046511627908
17390,34,641.38,1586.04,1403.08,553.88,2387.96,47.09,522.07,2388.03,8.3796,392,38.95,23.3885,0.19767441860465115
17391,35,642.63,1590.52,1400.2,554.5,2388.05,47.23,521.69,2388.03,8.4044,391,39.01,23.4563,0.20348837209302326
17392,36,642.05,1581.82,1403.33,554.77,2388.05,47.35,522.31,2388.03,8.3661,392,38.91,23.5197,0.20930232558139536
17393,37,642.0,1590.21,1398.1,553.91,2388.06,47.34,522.26,2388.06,8.3957,392,39.0,23.4643,0.21511627906976744
17394,38,642.22,1587.39,1402.54,553.99,2387.98,47.26,522.13,2388.01,8.4016,394,39.04,23.3411,0.22093023255813954
17395,39,642.54,1582.55,1404.54,554.36,2388.0,47.28,522.18,2387.98,8.4151,392,38.88,23.3443,0.22674418604651161
17396,40,642.69,1591.34,1399.27,553.45,2388.02,47.26,522.3,2388.03,8.4482,392,38.9,23.3514,0.23255813953488372
17397,41,642.05,1587.96,1399.05,553.36,2388.0,47.29,522.83,2388.02,8.4118,393,39.01,23.3512,0.23837209302325582
17398,42,642.07,1587.47,1399.42,554.61,2388.08,47.48,522.1,2387.98,8.4044,392,38.83,23.2864,0.2441860465116279
17399,43,641.8,1582.2,1400.61,553.94,2388.01,47.29,522.62,2388.05,8.4128,391,39.01,23.4003,0.25
17400,44,642.56,1588.46,1396.91,554.04,2387.99,47.4,522.04,2388.04,8.4126,393,39.0,23.305,0.2558139534883721
17401,45,642.37,1592.71,1394.97,553.84,2388.04,47.28,521.99,2388.05,8.4157,393,39.0,23.3785,0.2616279069767442
17402,46,641.78,1586.39,1396.79,554.72,2388.04,47.4,522.39,2387.99,8.4041,391,39.05,23.319,0.26744186046511625
17403,47,642.48,1582.28,1402.17,554.75,2388.09,47.15,521.99,2387.98,8.4145,393,39.08,23.2967,0.27325581395348836
17404,48,641.93,1582.2,1400.39,553.95,2387.99,47.32,522.1,2388.0,8.3993,392,38.83,23.2876,0.27906976744186046
17405,49,642.49,1587.97,1400.49,554.29,2387.99,47.33,522.55,2388.0,8.4112,392,39.01,23.4065,0.28488372093023256
17406,50,642.55,1585.66,1403.83,554.43,2388.03,47.18,522.66,2388.05,8.4309,393,38.81,23.349,0.29069767441860467
17407,51,642.62,1577.27,1400.95,554.66,2388.06,47.51,522.35,2388.02,8.4085,392,38.84,23.3638,0.29651162790697677
17408,52,642.2,1580.05,1402.47,553.97,2388.01,47.28,521.99,2388.0,8.398,391,39.05,23.3688,0.3023255813953488
17409,53,642.07,1586.45,1400.87,554.3,2388.07,47.34,522.64,2388.02,8.3949,393,39.15,23.3083,0.3081395348837209
17410,54,641.91,1581.73,1399.46,554.52,2388.01,47.41,522.08,2388.03,8.4226,393,39.17,23.4148,0.313953488372093
17411,55,642.39,1582.92,1395.25,553.97,2388.0,47.11,522.13,2387.99,8.4264,392,39.06,23.4581,0.31976744186046513
17412,56,642.72,1587.29,1397.99,554.08,2388.03,47.39,521.56,2388.03,8.421,390,39.06,23.3658,0.32558139534883723
17413,57,641.98,1587.88,1404.69,553.97,2388.06,47.16,521.74,2388.04,8.4623,392,39.07,23.3335,0.3313953488372093
17414,58,642.28,1583.02,1402.13,554.08,2388.04,47.46,522.03,2388.02,8.4149,392,38.9,23.4812,0.3372093023255814
17415,59,642.03,1577.02,1405.37,554.72,2388.04,47.17,521.45,2388.05,8.3876,391,38.92,23.4577,0.3430232558139535
17416,60,642.61,1587.49,1404.72,553.39,2388.09,47.26,522.32,2388.0,8.4042,394,38.9,23.4082,0.3488372093023256
17417,61,641.99,1586.46,1400.22,553.54,2388.06,47.16,522.09,2388.02,8.3944,392,38.87,23.3726,0.3546511627906977
17418,62,642.57,1587.69,1401.17,553.95,2388.0,47.2,521.94,2388.0,8.3891,391,39.06,23.2752,0.36046511627906974
17419,63,642.46,1587.31,1406.88,554.16,2388.02,47.28,522.3,2388.0,8.3976,393,38.95,23.3877,0.36627906976744184
17420,64,642.27,1589.38,1397.32,553.75,2388.03,47.22,522.02,2388.03,8.4176,392,38.81,23.4336,0.37209302325581395
17421,65,642.13,1584.9,1406.74,554.28,2388.05,47.41,521.99,2388.06,8.4287,392,38.94,23.3917,0.37790697674418605
17422,66,641.81,1587.93,1400.01,554.54,2388.0,47.22,522.32,2388.03,8.4232,392,38.92,23.4054,0.38372093023255816
17423,67,641.91,1589.78,1392.03,554.28,2388.08,47.24,522.29,2388.04,8.4021,391,38.85,23.354,0.38953488372093026
17424,68,641.76,1585.86,1397.03,554.61,2388.05,47.13,521.62,2388.01,8.3929,391,39.08,23.3183,0.3953488372093023
17425,69,641.98,1588.62,1397.89,553.81,2388.07,47.31,521.85,2388.02,8.4351,392,38.89,23.2735,0.4011627906976744
17426,70,641.73,1589.14,1402.23,553.38,2388.06,47.4,521.71,2388.0,8.4184,393,38.9,23.3105,0.4069767441860465
17427,71,642.12,1591.58,1402.64,554.26,2388.02,47.34,522.33,2388.03,8.4025,392,38.91,23.4535,0.4127906976744186
17428,72,642.25,1588.66,1403.78,554.06,2388.04,47.47,521.97,2388.06,8.407,392,38.86,23.3697,0.4186046511627907
17429,73,642.38,1582.93,1400.45,554.41,2388.07,47.15,521.39,2388.01,8.4281,392,38.93,23.323,0.42441860465116277
17430,74,642.32,1583.6,1401.68,553.71,2388.01,47.38,522.45,2387.99,8.4271,393,39.07,23.4017,0.43023255813953487
17431,75,641.98,1594.05,1396.7,553.31,2388.06,47.44,522.12,2388.0,8.422,391,39.06,23.3698,0.436046511627907
17432,76,642.2,1586.74,1402.82,553.63,2388.07,47.43,521.19,2388.05,8.4423,392,39.19,23.352,0.4418604651162791
17433,77,642.33,1589.5,1408.47,553.83,2388.01,47.45,522.67,2388.06,8.4144,392,38.9,23.2937,0.4476744186046512
17434,78,642.25,1590.7,1397.56,554.41,2388.01,47.25,521.78,2388.03,8.4458,390,39.15,23.2957,0.45348837209302323
17435,79,642.87,1588.22,1397.89,554.03,2388.03,47.32,521.82,2388.03,8.382,391,39.03,23.4119,0.45930232558139533
17436,80,642.16,1591.04,1392.01,554.59,2388.09,47.54,522.33,2388.07,8.4386,392,38.97,23.4721,0.46511627906976744
17437,81,642.36,1586.42,1406.28,553.86,2388.0,47.3,522.56,2388.04,8.3933,393,38.96,23.3107,0.47093023255813954
17438,82,642.14,1586.87,1399.36,553.58,2388.04,47.37,522.77,2388.05,8.3803,393,39.03,23.3988,0.47674418604651164
17439,83,642.17,1591.85,1404.9,553.49,2388.06,47.43,521.96,2388.05,8.4283,392,38.91,23.3832,0.48255813953488375
17440,84,642.06,1587.49,1397.29,554.06,2388.02,47.28,521.78,2388.0,8.4134,392,38.99,23.4123,0.4883720930232558
17441,85,642.54,1581.49,1398.08,553.5,2388.02,47.34,521.79,2388.01,8.44,391,39.12,23.4153,0.4941860465116279
17442,86,642.76,1585.65,1407.87,554.69,2388.06,47.22,522.08,2388.04,8.4168,393,38.7,23.2567,0.5
17443,87,642.99,1584.85,1397.41,553.56,2388.07,47.44,521.78,2388.05,8.4175,394,38.81,23.3506,0.5058139534883721
17444,88,642.55,1585.71,1404.23,554.36,2388.04,47.48,521.8,2388.01,8.4192,391,38.85,23.2949,0.5116279069767442
17445,89,642.09,1595.02,1401.62,554.09,2388.02,47.3,522.23,2388.08,8.4271,391,38.87,23.3478,0.5174418604651163
17446,90,642.35,1591.47,1398.66,553.74,2388.03,47.31,522.22,2388.09,8.4117,392,38.83,23.2664,0.5232558139534884
17447,91,642.45,1588.16,1405.1,554.02,2388.02,47.41,521.19,2388.02,8.3923,393,39.03,23.3003,0.5290697674418605
17448,92,642.74,1586.52,1407.36,554.28,2388.04,47.45,522.0,2388.11,8.4399,393,38.95,23.3151,0.5348837209302325
17449,93,641.57,1589.16,1398.14,553.38,2388.05,47.56,521.71,2388.08,8.4154,392,39.04,23.3929,0.5406976744186046
17450,94,641.89,1590.82,1405.03,554.05,2387.99,47.38,522.2,2388.06,8.3983,392,38.85,23.4152,0.5465116279069767
17451,95,642.58,1595.23,1406.52,553.61,2388.07,47.48,521.55,2388.07,8.4101,392,38.86,23.3493,0.5523255813953488
17452,96,642.49,1595.22,1412.97,553.41,2388.06,47.38,521.75,2388.05,8.444,392,38.93,23.3979,0.5581395348837209
17453,97,642.62,1578.33,1400.52,554.59,2388.06,47.29,521.91,2388.09,8.4117,392,38.91,23.3631,0.563953488372093
17454,98,642.19,1585.44,1402.73,553.42,2388.04,47.55,521.56,2388.05,8.4466,392,38.74,23.3954,0.5697674418604651
17455,99,642.74,1592.48,1406.83,554.33,2388.11,47.36,521.69,2388.06,8.4284,392,38.73,23.4213,0.5755813953488372
17456,100,642.65,1587.63,1409.67,553.47,2388.01,47.38,521.76,2388.01,8.4337,393,38.83,23.3342,0.5813953488372093
17457,101,642.58,1580.85,1396.05,554.43,2388.06,47.37,522.15,2388.04,8.4199,393,38.88,23.2671,0.5872093023255814
17458,102,642.5,1589.35,1401.58,554.32,2388.03,47.62,521.95,2388.05,8.4124,394,38.69,23.3472,0.5930232558139535
17459,103,642.47,1589.47,1409.6,553.55,2388.09,47.43,521.41,2388.02,8.4014,392,38.82,23.1935,0.5988372093023255
17460,104,642.15,1595.89,1410.26,553.32,2388.1,47.43,521.96,2388.07,8.3968,393,38.92,23.357,0.6046511627906976
17461,105,642.45,1589.13,1402.14,553.98,2388.08,47.31,521.99,2388.01,8.4021,394,38.88,23.2726,0.6104651162790697
17462,106,642.32,1589.08,1408.83,553.99,2388.06,47.36,521.84,2388.12,8.401,392,38.89,23.2434,0.6162790697674418
17463,107,642.56,1596.74,1403.6,553.83,2388.04,47.42,521.49,2388.06,8.4352,393,39.0,23.2813,0.622093023255814
17464,108,642.74,1593.01,1403.71,553.71,2388.05,47.43,521.7,2388.1,8.4531,394,38.84,23.3812,0.627906976744186
17465,109,642.98,1586.12,1403.59,553.71,2388.05,47.5,521.93,2388.05,8.4023,393,38.88,23.2973,0.6337209302325582
17466,110,642.91,1582.44,1407.14,553.75,2388.06,47.27,521.78,2388.08,8.4123,395,38.86,23.1944,0.6395348837209303
17467,111,642.21,1593.29,1411.15,554.26,2388.1,47.5,521.41,2388.12,8.4551,393,39.12,23.3916,0.6453488372093024
17468,112,642.15,1583.16,1400.56,553.13,2388.09,47.4,521.8,2388.1,8.4334,392,38.94,23.3299,0.6511627906976745
17469,113,642.45,1592.68,1406.19,554.1,2388.11,47.44,521.06,2388.11,8.467,392,38.78,23.2457,0.6569767441860465
17470,114,642.5,1596.87,1408.85,553.41,2388.05,47.36,521.39,2387.98,8.4598,392,38.77,23.3899,0.6627906976744186
17471,115,642.48,1592.25,1407.71,553.85,2388.05,47.51,521.42,2388.13,8.452,392,38.73,23.2872,0.6686046511627907
17472,116,642.55,1584.83,1403.83,552.61,2388.08,47.59,521.7,2388.1,8.4033,394,38.73,23.2274,0.6744186046511628
17473,117,641.88,1599.37,1411.54,554.0,2388.08,47.66,521.23,2388.05,8.4449,393,38.86,23.2592,0.6802325581395349
17474,118,642.34,1593.74,1410.02,553.37,2388.07,47.61,521.15,2388.09,8.4121,393,38.95,23.3512,0.686046511627907
17475,119,642.61,1588.66,1403.86,554.01,2388.04,47.42,521.58,2388.13,8.4234,393,38.69,23.2972,0.6918604651162791
17476,120,642.55,1595.74,1412.84,553.73,2388.1,47.43,521.91,2388.03,8.4624,393,38.78,23.1954,0.6976744186046512
17477,121,643.38,1586.39,1409.89,553.72,2388.06,47.46,521.47,2388.07,8.4921,393,38.62,23.3087,0.7034883720930233
17478,122,642.93,1585.26,1403.65,553.46,2388.06,47.34,521.43,2388.11,8.4255,394,38.84,23.3336,0.7093023255813954
17479,123,642.57,1589.66,1408.56,553.58,2388.09,47.41,520.73,2388.08,8.4127,393,38.83,23.2614,0.7151162790697675
17480,124,642.5,1589.05,1411.07,553.11,2388.1,47.68,521.54,2388.1,8.4556,394,38.6,23.3259,0.7209302325581395
17481,125,642.67,1588.57,1407.12,554.09,2388.08,47.52,521.03,2388.13,8.4292,392,38.71,23.3065,0.7267441860465116
17482,126,642.63,1588.85,1402.22,552.67,2388.08,47.47,521.65,2388.09,8.4435,394,38.78,23.2605,0.7325581395348837
17483,127,642.7,1594.02,1412.43,553.04,2388.13,47.42,521.0,2388.08,8.4699,392,38.85,23.2245,0.7383720930232558
17484,128,643.14,1596.48,1406.18,552.91,2388.12,47.61,520.68,2388.14,8.4767,393,38.78,23.1665,0.7441860465116279
17485,129,642.89,1592.56,1406.05,553.03,2388.04,47.46,521.56,2388.13,8.4361,394,38.8,23.2157,0.75
17486,130,642.56,1587.62,1410.49,553.05,2388.12,47.62,521.09,2388.1,8.4755,394,38.9,23.2574,0.7558139534883721
17487,131,642.73,1589.92,1412.51,552.87,2388.06,47.76,520.91,2388.14,8.4647,394,38.7,23.2841,0.7616279069767442
17488,132,642.87,1586.21,1419.54,553.94,2388.12,47.51,521.04,2388.11,8.4622,396,38.87,23.2407,0.7674418604651163
17489,133,641.75,1596.49,1413.44,553.04,2388.11,47.71,521.47,2388.12,8.459,394,38.77,23.1693,0.7732558139534884
17490,134,642.08,1590.37,1414.68,553.24,2388.13,47.65,521.56,2388.12,8.4382,394,38.73,23.226,0.7790697674418605
17491,135,642.69,1591.86,1409.0,553.77,2388.11,47.62,521.38,2388.13,8.4902,394,38.74,23.3206,0.7848837209302325
17492,136,642.57,1586.74,1417.39,553.2,2388.13,47.84,521.01,2388.11,8.4633,394,38.62,23.2685,0.7906976744186046
17493,137,642.95,1595.13,1414.79,553.38,2388.08,47.77,521.21,2388.15,8.4421,393,38.61,23.2718,0.7965116279069767
17494,138,642.55,1597.54,1415.77,552.91,2388.09,47.74,520.97,2388.11,8.4666,395,38.74,23.3567,0.8023255813953488
17495,139,642.75,1599.18,1418.52,552.83,2388.13,47.71,520.8,2388.06,8.4737,395,38.73,23.3578,0.8081395348837209
17496,140,642.83,1590.54,1415.78,551.96,2388.1,47.71,520.5,2388.1,8.4626,393,38.75,23.0807,0.813953488372093
17497,141,643.12,1593.86,1415.45,552.29,2388.23,47.66,521.22,2388.11,8.4542,393,38.6,23.2448,0.8197674418604651
17498,142,643.26,1590.47,1411.32,552.45,2388.15,47.72,521.26,2388.08,8.4314,392,38.67,23.3338,0.8255813953488372
17499,143,642.88,1598.99,1416.17,552.91,2388.15,47.51,520.98,2388.14,8.4831,393,38.77,23.2602,0.8313953488372093
17500,144,642.97,1597.43,1414.5,552.68,2388.15,47.78,520.93,2388.15,8.4573,395,38.87,23.1496,0.8372093023255814
17501,145,642.99,1590.83,1416.05,552.95,2388.16,47.66,521.46,2388.1,8.4249,396,38.87,23.1789,0.8430232558139535
17502,146,642.84,1591.45,1412.6,552.86,2388.13,47.76,520.66,2388.09,8.4415,394,38.71,23.2963,0.8488372093023255
17503,147,643.11,1589.76,1421.98,553.04,2388.13,47.88,520.81,2388.14,8.4949,394,38.79,23.2934,0.8546511627906976
17504,148,643.0,1595.48,1416.59,552.37,2388.14,47.79,521.22,2388.1,8.4591,396,38.64,23.276,0.8604651162790697
17505,149,642.46,1597.7,1412.96,552.99,2388.12,47.68,520.64,2388.16,8.4538,394,38.65,23.2165,0.8662790697674418
17506,150,642.98,1594.77,1414.37,552.41,2388.16,47.84,520.57,2388.13,8.4448,394,38.54,23.1388,0.872093023255814
17507,151,642.68,1593.19,1412.02,552.14,2388.17,47.86,521.03,2388.13,8.4899,395,38.65,23.1011,0.877906976744186
17508,152,642.9,1594.52,1425.71,552.96,2388.13,47.85,520.61,2388.18,8.4902,393,38.79,23.2718,0.8837209302325582
17509,153,643.27,1599.11,1414.92,552.59,2388.21,47.71,520.65,2388.13,8.4929,394,38.58,23.2744,0.8895348837209303
17510,154,643.29,1595.63,1423.23,552.91,2388.18,47.85,520.83,2388.16,8.4872,393,38.76,23.216,0.8953488372093024
17511,155,643.66,1597.07,1427.63,552.02,2388.16,47.8,520.4,2388.15,8.4873,395,38.75,23.2052,0.9011627906976745
17512,156,642.91,1590.8,1424.29,552.0,2388.17,47.84,520.62,2388.14,8.4808,395,38.68,23.1588,0.9069767441860465
17513,157,643.0,1597.43,1422.26,552.64,2388.23,47.77,520.62,2388.22,8.5006,395,38.54,23.1558,0.9127906976744186
17514,158,643.21,1592.11,1422.25,552.09,2388.19,47.81,520.17,2388.16,8.5045,395,38.56,23.1813,0.9186046511627907
17515,159,643.02,1599.02,1428.44,552.11,2388.2,48.15,520.01,2388.16,8.478,395,38.5,23.1649,0.9244186046511628
17516,160,642.67,1586.74,1425.59,552.38,2388.17,47.94,520.04,2388.22,8.4857,397,38.67,23.216,0.9302325581395349
17517,161,643.58,1594.17,1421.55,551.96,2388.2,47.89,520.25,2388.22,8.5088,395,38.59,23.1384,0.936046511627907
17518,162,643.42,1598.17,1417.43,551.9,2388.25,48.04,520.29,2388.26,8.4884,395,38.62,23.1397,0.9418604651162791
17519,163,643.45,1602.53,1423.09,551.66,2388.19,48.06,519.79,2388.23,8.4979,395,38.56,23.1584,0.9476744186046512
17520,164,643.22,1599.07,1424.76,551.71,2388.16,48.12,520.31,2388.21,8.4588,395,38.6,23.1254,0.9534883720930233
17521,165,643.29,1603.94,1423.08,551.89,2388.23,47.94,520.11,2388.19,8.4866,396,38.55,23.098,0.9593023255813954
17522,166,643.17,1598.87,1425.53,551.68,2388.21,48.23,519.89,2388.22,8.5202,396,38.54,23.1475,0.9651162790697675
17523,167,643.31,1601.29,1428.54,550.9,2388.28,47.8,520.27,2388.26,8.5255,395,38.37,23.1069,0.9709302325581395
17524,168,643.54,1603.12,1422.68,551.42,2388.2,48.09,520.1,2388.22,8.4679,396,38.69,23.0561,0.9767441860465116
17525,169,643.85,1595.64,1430.62,551.39,2388.27,48.14,519.72,2388.19,8.5197,397,38.51,23.0839,0.9825581395348837
17526,170,643.47,1604.84,1427.24,551.44,2388.27,48.07,520.31,2388.23,8.5237,396,38.41,23.0512,0.9883720930232558
17527,171,643.54,1605.11,1430.07,551.35,2388.28,48.28,520.03,2388.26,8.5429,396,38.37,23.0493,0.9941860465116279
17528,172,644.04,1602.65,1431.45,550.62,2388.27,48.23,519.57,2388.24,8.5515,396,38.39,23.0936,1.0
17529,1,642.08,1581.48,1400.26,551.28,2387.73,47.12,517.77,2387.76,8.4192,390,38.87,23.2429,0.0024449877750611247
17530,2,641.52,1581.05,1394.0,551.46,2387.81,47.14,518.98,2387.84,8.4414,389,38.88,23.2883,0.004889975550122249
17531,3,641.7,1575.72,1390.85,553.04,2387.94,47.07,520.35,2387.95,8.3852,392,38.83,23.3616,0.007334963325183374
17532,4,642.02,1574.43,1396.86,550.62,2387.52,47.2,518.76,2387.56,8.4243,391,39.01,23.2899,0.009779951100244499
17533,5,642.3,1580.29,1395.08,551.09,2387.47,47.05,519.53,2387.43,8.4014,392,38.85,23.3676,0.012224938875305624
17534,6,641.65,1581.62,1396.36,550.25,2387.58,46.98,519.22,2387.66,8.4156,390,38.81,23.3307,0.014669926650366748
17535,7,641.76,1581.7,1402.78,551.34,2387.69,47.25,518.87,2387.73,8.4296,390,39.07,23.3203,0.017114914425427872
17536,8,642.55,1580.81,1401.97,550.71,2387.88,47.3,519.24,2387.84,8.3767,390,38.72,23.203,0.019559902200488997
17537,9,642.47,1576.82,1396.96,550.27,2387.27,47.18,519.47,2387.22,8.4291,391,38.73,23.3656,0.022004889975550123
17538,10,641.84,1583.16,1390.99,550.22,2387.67,47.24,519.07,2387.73,8.4384,388,39.0,23.2757,0.02444987775061125
17539,11,642.13,1576.29,1402.22,550.79,2387.31,47.22,518.57,2387.31,8.4665,390,38.84,23.2971,0.02689486552567237
17540,12,641.96,1579.15,1399.36,551.25,2387.41,47.39,519.12,2387.35,8.3867,389,38.98,23.3376,0.029339853300733496
17541,13,642.06,1580.04,1398.74,550.86,2387.56,47.02,518.97,2387.56,8.427,391,38.9,23.3099,0.03178484107579462
17542,14,642.31,1578.0,1402.4,550.82,2387.59,47.11,519.16,2387.63,8.4254,391,38.96,23.2616,0.034229828850855744
17543,15,641.61,1582.68,1403.2,550.08,2387.45,46.9,518.96,2387.58,8.4386,390,38.97,23.3006,0.03667481662591687
17544,16,642.02,1581.06,1401.18,550.88,2387.47,47.32,519.6,2387.37,8.4467,390,38.86,23.2368,0.039119804400977995
17545,17,642.31,1576.5,1403.8,550.27,2387.57,47.27,518.59,2387.58,8.4858,389,38.9,23.2976,0.04156479217603912
17546,18,641.96,1579.72,1401.3,551.16,2387.52,47.23,519.12,2387.49,8.4399,392,38.74,23.4108,0.044009779951100246
17547,19,642.71,1575.64,1407.0,550.25,2387.53,47.29,519.07,2387.51,8.4644,390,38.94,23.1877,0.04645476772616137
17548,20,641.61,1577.15,1400.19,550.42,2387.43,46.91,519.24,2387.44,8.4299,390,38.85,23.3868,0.0488997555012225
17549,21,642.24,1578.88,1400.6,551.23,2387.38,47.3,519.02,2387.37,8.4502,389,38.83,23.2229,0.05134474327628362
17550,22,642.13,1577.9,1389.31,550.79,2387.45,47.17,518.75,2387.5,8.3914,391,38.69,23.308,0.05378973105134474
17551,23,642.05,1585.78,1394.3,550.69,2387.35,47.16,518.99,2387.35,8.4719,389,38.79,23.2143,0.05623471882640587
17552,24,641.83,1580.48,1396.87,550.71,2387.4,47.25,519.62,2387.45,8.4037,390,38.84,23.1748,0.05867970660146699
17553,25,641.92,1576.55,1395.64,551.26,2387.63,47.19,518.87,2387.62,8.3846,390,38.76,23.2543,0.061124694376528114
17554,26,642.26,1586.34,1395.17,550.41,2387.67,46.97,519.1,2387.75,8.461,391,38.92,23.3343,0.06356968215158924
17555,27,642.5,1582.47,1404.15,550.37,2387.61,47.28,519.44,2387.72,8.3992,390,38.69,23.3434,0.06601466992665037
17556,28,642.43,1577.78,1402.51,550.21,2387.24,47.41,518.68,2387.17,8.4813,392,38.73,23.3112,0.06845965770171149
17557,29,642.09,1583.18,1402.15,551.64,2387.42,47.05,519.57,2387.43,8.4258,390,38.76,23.2625,0.07090464547677261
17558,30,641.75,1574.47,1399.42,551.71,2387.46,47.13,518.71,2387.48,8.4407,392,38.8,23.2483,0.07334963325183375
17559,31,642.55,1586.09,1398.24,550.46,2387.48,47.25,518.65,2387.45,8.4622,388,38.71,23.262,0.07579462102689487
17560,32,641.72,1580.12,1399.58,552.78,2387.95,46.9,520.8,2387.86,8.39,389,39.09,23.3186,0.07823960880195599
17561,33,642.01,1576.14,1406.18,550.79,2387.39,47.17,518.85,2387.37,8.4158,391,38.82,23.2644,0.08068459657701711
17562,34,642.3,1579.1,1390.93,551.04,2387.59,47.01,519.27,2387.64,8.4101,391,38.93,23.3697,0.08312958435207823
17563,35,642.26,1576.68,1398.37,550.76,2387.64,47.13,518.57,2387.68,8.399,391,38.74,23.1845,0.08557457212713937
17564,36,642.09,1574.95,1402.36,551.22,2387.7,47.18,519.02,2387.72,8.4233,390,38.8,23.2061,0.08801955990220049
17565,37,642.5,1577.3,1403.17,550.84,2387.2,47.32,518.77,2387.22,8.438,392,38.74,23.3024,0.09046454767726161
17566,38,642.18,1568.77,1400.43,550.52,2387.56,47.24,519.19,2387.56,8.4247,390,38.8,23.2738,0.09290953545232274
17567,39,642.02,1574.74,1394.59,550.76,2387.53,47.28,518.03,2387.45,8.4335,390,38.89,23.325,0.09535452322738386
17568,40,642.44,1577.81,1396.78,551.28,2387.55,47.09,519.06,2387.54,8.44,392,38.98,23.2947,0.097799511002445
17569,41,641.79,1576.82,1393.51,550.75,2387.4,47.16,518.99,2387.42,8.4097,390,38.72,23.2691,0.10024449877750612
17570,42,641.72,1574.4,1400.52,551.2,2387.55,47.2,518.57,2387.6,8.3925,390,38.83,23.2909,0.10268948655256724
17571,43,642.45,1583.73,1397.26,551.54,2387.7,47.26,519.2,2387.71,8.4141,390,38.72,23.2647,0.10513447432762836
17572,44,642.01,1581.32,1400.56,551.11,2387.38,47.24,518.85,2387.39,8.4463,393,38.94,23.3136,0.10757946210268948
17573,45,642.27,1579.45,1399.17,551.49,2387.34,47.27,518.9,2387.37,8.4275,389,38.75,23.2863,0.1100244498777506
17574,46,641.9,1573.79,1388.54,552.28,2387.98,46.97,520.67,2387.93,8.4277,390,38.95,23.3338,0.11246943765281174
17575,47,641.68,1583.07,1401.81,550.65,2387.74,47.18,518.77,2387.72,8.4248,390,38.79,23.296,0.11491442542787286
17576,48,641.97,1575.64,1398.9,550.05,2387.31,47.42,518.65,2387.33,8.4113,388,38.72,23.3432,0.11735941320293398
17577,49,641.53,1585.7,1386.12,552.66,2387.92,46.96,520.2,2387.9,8.3854,391,38.92,23.2948,0.1198044009779951
17578,50,642.46,1577.34,1393.88,550.12,2387.48,47.26,519.14,2387.42,8.4241,389,38.78,23.1703,0.12224938875305623
17579,51,641.95,1582.4,1393.01,551.14,2387.5,47.15,519.4,2387.44,8.4395,389,38.98,23.251,0.12469437652811736
17580,52,642.2,1582.0,1392.22,551.6,2387.45,47.11,519.13,2387.47,8.4293,388,38.88,23.261,0.1271393643031785
17581,53,642.32,1577.32,1395.86,551.13,2387.77,47.37,519.08,2387.73,8.4014,390,38.84,23.2009,0.1295843520782396
17582,54,642.31,1581.95,1404.35,550.9,2387.72,47.14,518.7,2387.72,8.4037,392,38.86,23.2526,0.13202933985330073
17583,55,641.56,1575.01,1394.95,550.29,2387.53,47.17,518.22,2387.47,8.4365,391,38.8,23.4137,0.13447432762836187
17584,56,642.45,1586.06,1398.87,550.5,2387.46,47.25,518.76,2387.44,8.4512,390,38.87,23.2227,0.13691931540342298
17585,57,642.14,1573.69,1402.51,551.13,2387.55,47.1,518.69,2387.52,8.4278,389,38.8,23.1908,0.1393643031784841
17586,58,642.12,1576.32,1393.65,550.65,2387.69,47.08,518.85,2387.75,8.4328,391,38.91,23.2145,0.14180929095354522
17587,59,642.11,1582.83,1401.61,551.24,2387.35,47.1,519.01,2387.32,8.4261,390,38.73,23.3091,0.14425427872860636
17588,60,641.62,1582.58,1399.08,552.94,2387.95,47.21,519.81,2387.96,8.4073,392,38.79,23.3569,0.1466992665036675
17589,61,641.5,1575.31,1391.89,550.27,2387.34,47.37,518.98,2387.33,8.4733,392,38.74,23.2085,0.1491442542787286
17590,62,641.4,1583.28,1386.0,552.45,2387.95,46.89,520.95,2387.89,8.4478,391,38.73,23.3672,0.15158924205378974
